Lenlab red 7.5 Voltmeter-Daten
Zeit;Kanal_4
0;1.32693
0.1;1.32451
0.2;1.32773
0.3;1.32209
0.4;1.32209
0.5;1.32532
0.6;1.32129
0.7;1.32451
0.8;1.32048
0.9;1.32532
1;1.3229
1.1;1.32451
1.2;1.32129
1.3;1.32612
1.4;1.32532
1.5;1.31968
1.6;1.32854
1.7;1.32129
1.8;1.32612
1.9;1.32209
2;1.32371
2.1;1.32854
2.2;1.32129
2.3;1.32451
2.4;1.32532
2.5;1.32371
2.6;1.32451
2.7;1.32532
2.8;1.3229
2.9;1.3229
3;1.32451
3.1;1.3229
3.2;1.32612
3.3;1.32532
3.4;1.32612
3.5;1.32773
3.6;1.32532
3.7;1.32693
3.8;1.32209
3.9;1.3229
4;1.32451
4.1;1.32129
4.2;1.32693
4.3;1.32532
4.4;1.32451
4.5;1.32773
4.6;1.3229
4.7;1.3229
4.8;1.32451
4.9;1.32693
5;1.32371
5.1;1.3229
5.2;1.3229
5.3;1.32693
5.4;1.32129
5.5;1.32129
5.6;1.32209
5.7;1.3229
5.8;1.32773
5.9;1.32209
6;1.32371
6.1;1.32371
6.2;1.32371
6.3;1.32048
6.4;1.32451
6.5;1.32693
6.6;1.32612
6.7;1.32371
6.8;1.31887
6.9;1.3229
7;1.32209
7.1;1.32532
7.2;1.32451
7.3;1.32048
7.4;1.32371
7.5;1.32451
7.6;1.32451
7.7;1.3229
7.8;1.32612
7.9;1.32451
