Lenlab red 7.5 Voltmeter-Daten
Zeit;Kanal_4
0;1.57185
0.1;1.57024
0.2;1.57346
0.3;1.57266
0.4;1.57266
0.5;1.57024
0.6;1.57104
0.7;1.57104
0.8;1.57427
0.9;1.57266
1;1.57266
1.1;1.57104
1.2;1.57507
1.3;1.57185
1.4;1.57507
1.5;1.56943
1.6;1.57668
1.7;1.57507
1.8;1.57588
1.9;1.57346
2;1.57507
2.1;1.56943
2.2;1.57749
2.3;1.57185
2.4;1.57427
2.5;1.57266
2.6;1.57266
2.7;1.57266
2.8;1.57507
2.9;1.57507
3;1.57346
3.1;1.57346
3.2;1.57346
3.3;1.57185
3.4;1.57185
3.5;1.57185
3.6;1.57427
3.7;1.57427
3.8;1.57266
3.9;1.5783
4;1.57346
4.1;1.57668
4.2;1.57427
4.3;1.57668
4.4;1.57749
4.5;1.57507
4.6;1.57427
4.7;1.57185
4.8;1.57507
4.9;1.57507
5;1.57507
5.1;1.57588
5.2;1.57346
5.3;1.57588
5.4;1.57427
5.5;1.57185
5.6;1.57346
5.7;1.5783
5.8;1.57427
5.9;1.57588
6;1.57507
6.1;1.57346
6.2;1.5783
6.3;1.57668
6.4;1.57346
6.5;1.57427
6.6;1.57507
6.7;1.57266
6.8;1.57668
6.9;1.57266
7;1.5791
7.1;1.57266
7.2;1.57346
7.3;1.57266
7.4;1.57668
7.5;1.57588
7.6;1.57749
7.7;1.57588
7.8;1.57266
7.9;1.5783
