Lenlab red 7.5 Voltmeter-Daten
Zeit;Kanal_4
0;1.64033
0.1;1.63308
0.2;1.63389
0.3;1.63469
0.4;1.63228
0.5;1.6355
0.6;1.63228
0.7;1.6355
0.8;1.63711
0.9;1.63469
1;1.63389
1.1;1.63469
1.2;1.63792
1.3;1.63308
1.4;1.63953
1.5;1.63469
1.6;1.63308
1.7;1.6363
1.8;1.6363
1.9;1.6363
2;1.63389
2.1;1.63469
2.2;1.63469
2.3;1.63308
2.4;1.64033
2.5;1.63066
2.6;1.63711
2.7;1.63308
2.8;1.63066
2.9;1.63389
3;1.63389
3.1;1.6363
3.2;1.63469
3.3;1.63147
3.4;1.63792
3.5;1.63469
3.6;1.63389
3.7;1.6355
3.8;1.63228
3.9;1.63792
4;1.63711
4.1;1.63469
4.2;1.6355
4.3;1.63792
4.4;1.6363
4.5;1.6363
4.6;1.63469
4.7;1.63389
4.8;1.6363
4.9;1.63066
5;1.63469
5.1;1.63228
5.2;1.6355
5.3;1.63308
5.4;1.63389
5.5;1.6355
5.6;1.63469
5.7;1.6363
5.8;1.6363
5.9;1.63228
6;1.63711
6.1;1.63389
6.2;1.63711
6.3;1.63711
6.4;1.63389
6.5;1.63389
6.6;1.6355
6.7;1.63308
6.8;1.6363
6.9;1.63711
7;1.63953
7.1;1.63711
7.2;1.6355
7.3;1.63792
7.4;1.63308
7.5;1.63872
7.6;1.63389
7.7;1.6363
7.8;1.63792
7.9;1.6363
8;1.63469
