Lenlab red 7.5 Voltmeter-Daten
Zeit;Kanal_4
0;0.367383
0.1;0.3698
0.2;0.3698
0.3;0.370605
0.4;0.367383
0.5;0.367383
0.6;0.373828
0.7;0.368188
0.8;0.368994
0.9;0.372217
1;0.371411
1.1;0.370605
1.2;0.3698
1.3;0.368188
1.4;0.373828
1.5;0.368994
1.6;0.371411
1.7;0.372217
1.8;0.372217
1.9;0.370605
2;0.370605
2.1;0.3698
2.2;0.372217
2.3;0.375439
2.4;0.374634
2.5;0.3698
2.6;0.371411
2.7;0.370605
2.8;0.370605
2.9;0.368994
3;0.373022
3.1;0.371411
3.2;0.366577
3.3;0.368994
3.4;0.372217
3.5;0.370605
3.6;0.370605
3.7;0.368994
3.8;0.371411
3.9;0.367383
4;0.373022
4.1;0.368188
4.2;0.372217
4.3;0.373022
4.4;0.367383
4.5;0.368188
4.6;0.3698
4.7;0.372217
4.8;0.372217
4.9;0.3698
5;0.370605
5.1;0.367383
5.2;0.3698
5.3;0.371411
5.4;0.370605
5.5;0.368994
5.6;0.368188
5.7;0.373828
5.8;0.371411
5.9;0.372217
6;0.371411
6.1;0.372217
6.2;0.370605
6.3;0.365771
6.4;0.3698
6.5;0.370605
6.6;0.370605
6.7;0.368188
6.8;0.373022
6.9;0.367383
7;0.371411
7.1;0.372217
7.2;0.370605
7.3;0.371411
7.4;0.370605
7.5;0.370605
7.6;0.374634
7.7;0.366577
7.8;0.368994
7.9;0.371411
