Lenlab red 7.5 Voltmeter-Daten
Zeit;Kanal_4
0;1.1811
0.1;1.18674
0.2;1.18191
0.3;1.18433
0.4;1.18513
0.5;1.17869
0.6;1.18594
0.7;1.18271
0.8;1.18191
0.9;1.18191
1;1.18271
1.1;1.17869
1.2;1.18191
1.3;1.18191
1.4;1.18433
1.5;1.18674
1.6;1.18433
1.7;1.18755
1.8;1.18352
1.9;1.18352
2;1.18433
2.1;1.18433
2.2;1.1811
2.3;1.18674
2.4;1.1811
2.5;1.18513
2.6;1.18191
2.7;1.1811
2.8;1.18594
2.9;1.18271
3;1.18594
3.1;1.18513
3.2;1.18352
3.3;1.18594
3.4;1.18433
3.5;1.18352
3.6;1.18594
3.7;1.18352
3.8;1.18594
3.9;1.18271
4;1.18594
4.1;1.18352
4.2;1.18191
4.3;1.18433
4.4;1.18594
4.5;1.18271
4.6;1.18755
4.7;1.1803
4.8;1.18755
4.9;1.18271
5;1.18352
5.1;1.18513
5.2;1.18352
5.3;1.18433
5.4;1.18352
5.5;1.1803
5.6;1.18271
5.7;1.1803
5.8;1.18433
5.9;1.18755
6;1.18271
6.1;1.18352
6.2;1.18271
6.3;1.18352
6.4;1.18191
6.5;1.18352
6.6;1.18594
6.7;1.18271
6.8;1.18433
6.9;1.1803
7;1.18271
7.1;1.18594
7.2;1.17949
7.3;1.18433
7.4;1.17869
7.5;1.18513
7.6;1.18433
7.7;1.18433
7.8;1.18433
7.9;1.18191
