Lenlab red 7.5 Voltmeter-Daten
Zeit;Kanal_4
0;1.90459
0.1;1.89653
0.2;1.90137
0.3;1.90056
0.4;1.90217
0.5;1.89976
0.6;1.90137
0.7;1.89734
0.8;1.90137
0.9;1.89895
1;1.89814
1.1;1.90217
1.2;1.90217
1.3;1.90217
1.4;1.90056
1.5;1.89895
1.6;1.90137
1.7;1.89976
1.8;1.90137
1.9;1.89814
2;1.90056
2.1;1.89895
2.2;1.89976
2.3;1.90217
2.4;1.90217
2.5;1.89895
2.6;1.90217
2.7;1.89814
2.8;1.89895
2.9;1.89814
3;1.90137
3.1;1.89976
3.2;1.90056
3.3;1.89895
3.4;1.90217
3.5;1.89412
3.6;1.89976
3.7;1.89814
3.8;1.89814
3.9;1.89976
4;1.90137
4.1;1.89895
4.2;1.89895
4.3;1.89895
4.4;1.90378
4.5;1.89976
4.6;1.90298
4.7;1.89573
4.8;1.90137
4.9;1.89814
5;1.89895
5.1;1.89814
5.2;1.89814
5.3;1.89814
5.4;1.90056
5.5;1.89573
5.6;1.89895
5.7;1.89814
5.8;1.89814
5.9;1.89814
6;1.90056
6.1;1.90056
6.2;1.89734
6.3;1.90137
6.4;1.90056
6.5;1.90217
6.6;1.89734
6.7;1.89653
6.8;1.90056
6.9;1.90137
7;1.89895
7.1;1.89734
7.2;1.89734
7.3;1.90056
7.4;1.89492
7.5;1.89976
7.6;1.89573
7.7;1.89734
7.8;1.89734
