Lenlab red 7.5 Voltmeter-Daten
Zeit;Kanal_4
0;1.87639
0.1;1.87881
0.2;1.878
0.3;1.87478
0.4;1.878
0.5;1.87397
0.6;1.87559
0.7;1.87478
0.8;1.8772
0.9;1.87478
1;1.87559
1.1;1.87478
1.2;1.878
1.3;1.87317
1.4;1.87961
1.5;1.87881
1.6;1.878
1.7;1.87961
1.8;1.878
1.9;1.8772
2;1.878
2.1;1.8772
2.2;1.87397
2.3;1.87559
2.4;1.87478
2.5;1.88123
2.6;1.87478
2.7;1.87881
2.8;1.878
2.9;1.8772
3;1.8772
3.1;1.878
3.2;1.87478
3.3;1.88203
3.4;1.8772
3.5;1.8772
3.6;1.87639
3.7;1.87559
3.8;1.878
3.9;1.878
4;1.87881
4.1;1.87881
4.2;1.87881
4.3;1.87881
4.4;1.8772
4.5;1.87881
4.6;1.87478
4.7;1.88284
4.8;1.87961
4.9;1.88123
5;1.8772
5.1;1.88123
5.2;1.88042
5.3;1.87961
5.4;1.87961
5.5;1.87961
5.6;1.87478
5.7;1.88284
5.8;1.87397
5.9;1.87639
6;1.8772
6.1;1.87639
6.2;1.87559
6.3;1.8772
6.4;1.87559
6.5;1.87478
6.6;1.87881
6.7;1.8772
6.8;1.88042
6.9;1.87639
7;1.88042
7.1;1.87478
7.2;1.878
7.3;1.87639
7.4;1.8772
7.5;1.87881
7.6;1.88042
7.7;1.87881
7.8;1.87236
