Lenlab red 7.5 Voltmeter-Daten
Zeit;Kanal_4
0;1.88928
0.1;1.88525
0.2;1.88848
0.3;1.88525
0.4;1.88687
0.5;1.88445
0.6;1.89009
0.7;1.88848
0.8;1.88767
0.9;1.88364
1;1.88767
1.1;1.88525
1.2;1.88928
1.3;1.88848
1.4;1.88606
1.5;1.88284
1.6;1.89089
1.7;1.88767
1.8;1.88606
1.9;1.88606
2;1.88525
2.1;1.88525
2.2;1.88928
2.3;1.88928
2.4;1.88848
2.5;1.88928
2.6;1.88848
2.7;1.88687
2.8;1.88445
2.9;1.89089
3;1.88687
3.1;1.8917
3.2;1.88445
3.3;1.89089
3.4;1.88364
3.5;1.8925
3.6;1.88848
3.7;1.88606
3.8;1.88767
3.9;1.89009
4;1.88445
4.1;1.88606
4.2;1.88767
4.3;1.88767
4.4;1.88767
4.5;1.88687
4.6;1.88606
4.7;1.88364
4.8;1.88848
4.9;1.88848
5;1.88687
5.1;1.88687
5.2;1.8917
5.3;1.88848
5.4;1.88767
5.5;1.88606
5.6;1.89009
5.7;1.88445
5.8;1.88928
5.9;1.88848
6;1.88848
6.1;1.88687
6.2;1.88687
6.3;1.88525
6.4;1.88767
6.5;1.88606
6.6;1.88767
6.7;1.88848
6.8;1.88687
6.9;1.88767
7;1.88687
7.1;1.88606
7.2;1.88848
7.3;1.88928
7.4;1.88525
7.5;1.89089
7.6;1.88203
7.7;1.88848
