Lenlab red 7.5 Voltmeter-Daten
Zeit;Kanal_4
0;1.66853
0.1;1.66289
0.2;1.66853
0.3;1.66208
0.4;1.6637
0.5;1.66772
0.6;1.66289
0.7;1.66853
0.8;1.66289
0.9;1.66934
1;1.66531
1.1;1.6645
1.2;1.66611
1.3;1.66531
1.4;1.6645
1.5;1.66692
1.6;1.6637
1.7;1.66611
1.8;1.66692
1.9;1.6645
2;1.66531
2.1;1.66611
2.2;1.66692
2.3;1.66128
2.4;1.6645
2.5;1.6645
2.6;1.66853
2.7;1.6645
2.8;1.6637
2.9;1.66853
3;1.66531
3.1;1.66531
3.2;1.66934
3.3;1.6645
3.4;1.66934
3.5;1.66692
3.6;1.6645
3.7;1.67095
3.8;1.6637
3.9;1.66772
4;1.6637
4.1;1.66531
4.2;1.66692
4.3;1.66772
4.4;1.66611
4.5;1.66692
4.6;1.66772
4.7;1.6645
4.8;1.66611
4.9;1.66611
5;1.66692
5.1;1.66853
5.2;1.66611
5.3;1.67014
5.4;1.66611
5.5;1.66853
5.6;1.66531
5.7;1.66611
5.8;1.66611
5.9;1.66531
6;1.6645
6.1;1.6645
6.2;1.66531
6.3;1.66853
6.4;1.66531
6.5;1.66772
6.6;1.6645
6.7;1.66611
6.8;1.66692
6.9;1.66853
7;1.66128
7.1;1.66772
7.2;1.66289
7.3;1.6645
7.4;1.66772
7.5;1.6637
7.6;1.66692
7.7;1.66934
7.8;1.66692
7.9;1.6645
8;1.66934
