Lenlab red 7.5 Voltmeter-Daten
Zeit;Kanal_4
0;1.71123
0.1;1.71445
0.2;1.72009
0.3;1.71768
0.4;1.71768
0.5;1.71365
0.6;1.71848
0.7;1.71768
0.8;1.72009
0.9;1.71687
1;1.71284
1.1;1.71929
1.2;1.71687
1.3;1.71768
1.4;1.71526
1.5;1.71526
1.6;1.71768
1.7;1.71768
1.8;1.71848
1.9;1.71526
2;1.71526
2.1;1.7217
2.2;1.71284
2.3;1.72251
2.4;1.71606
2.5;1.71687
2.6;1.71526
2.7;1.71606
2.8;1.71768
2.9;1.71687
3;1.71848
3.1;1.71284
3.2;1.71848
3.3;1.71768
3.4;1.71445
3.5;1.71929
3.6;1.71445
3.7;1.71687
3.8;1.71606
3.9;1.71848
4;1.71687
4.1;1.71848
4.2;1.71687
4.3;1.71768
4.4;1.71687
4.5;1.71526
4.6;1.71848
4.7;1.7217
4.8;1.71204
4.9;1.71768
5;1.71365
5.1;1.71687
5.2;1.7209
5.3;1.71929
5.4;1.71848
5.5;1.71687
5.6;1.71848
5.7;1.71848
5.8;1.71929
5.9;1.71445
6;1.72251
6.1;1.71606
6.2;1.71929
6.3;1.71929
6.4;1.71687
6.5;1.7209
6.6;1.71606
6.7;1.71848
6.8;1.71687
6.9;1.7209
7;1.71848
7.1;1.71768
7.2;1.71848
7.3;1.71606
7.4;1.71526
7.5;1.71687
7.6;1.72009
7.7;1.71768
7.8;1.71768
7.9;1.71929
