Lenlab red 7.5 Voltmeter-Daten
Zeit;Kanal_4
0;1.252
0.1;1.252
0.2;1.252
0.3;1.2512
0.4;1.25442
0.5;1.25522
0.6;1.252
0.7;1.252
0.8;1.24958
0.9;1.25442
1;1.25039
1.1;1.25361
1.2;1.25603
1.3;1.2512
1.4;1.25764
1.5;1.252
1.6;1.25361
1.7;1.252
1.8;1.2512
1.9;1.25522
2;1.25281
2.1;1.25361
2.2;1.2512
2.3;1.25764
2.4;1.25684
2.5;1.252
2.6;1.25361
2.7;1.2512
2.8;1.25442
2.9;1.252
3;1.25281
3.1;1.25603
3.2;1.2512
3.3;1.25361
3.4;1.2512
3.5;1.25764
3.6;1.25361
3.7;1.25684
3.8;1.25603
3.9;1.25039
4;1.25522
4.1;1.25603
4.2;1.2512
4.3;1.25361
4.4;1.25281
4.5;1.25845
4.6;1.25442
4.7;1.25281
4.8;1.25603
4.9;1.252
5;1.25925
5.1;1.25603
5.2;1.25361
5.3;1.25522
5.4;1.252
5.5;1.25603
5.6;1.25361
5.7;1.25764
5.8;1.25603
5.9;1.25361
6;1.25603
6.1;1.2512
6.2;1.25522
6.3;1.25281
6.4;1.25442
6.5;1.25603
6.6;1.252
6.7;1.25684
6.8;1.25281
6.9;1.25522
7;1.25522
7.1;1.25361
7.2;1.25845
7.3;1.25442
7.4;1.25925
7.5;1.25764
7.6;1.25845
7.7;1.25522
7.8;1.252
7.9;1.25684
