Lenlab red 7.5 Voltmeter-Daten
Zeit;Kanal_4
0;1.74185
0.1;1.73782
0.2;1.74104
0.3;1.74104
0.4;1.74023
0.5;1.74185
0.6;1.73862
0.7;1.74104
0.8;1.73621
0.9;1.73943
1;1.73943
1.1;1.74185
1.2;1.74265
1.3;1.74104
1.4;1.74426
1.5;1.74265
1.6;1.74346
1.7;1.73782
1.8;1.74023
1.9;1.73621
2;1.74104
2.1;1.74023
2.2;1.74185
2.3;1.74426
2.4;1.73943
2.5;1.74265
2.6;1.73862
2.7;1.74426
2.8;1.74104
2.9;1.74587
3;1.74104
3.1;1.74023
3.2;1.74265
3.3;1.74104
3.4;1.73862
3.5;1.73782
3.6;1.74265
3.7;1.74104
3.8;1.74185
3.9;1.73862
4;1.74749
4.1;1.74265
4.2;1.74346
4.3;1.74346
4.4;1.74185
4.5;1.74023
4.6;1.74023
4.7;1.74023
4.8;1.74023
4.9;1.74346
5;1.74023
5.1;1.74426
5.2;1.73862
5.3;1.74104
5.4;1.74185
5.5;1.74426
5.6;1.74346
5.7;1.74023
5.8;1.74507
5.9;1.74346
6;1.74265
6.1;1.74104
6.2;1.74265
6.3;1.73862
6.4;1.74829
6.5;1.74346
6.6;1.74507
6.7;1.74023
6.8;1.74668
6.9;1.74185
7;1.74346
7.1;1.74104
7.2;1.74346
7.3;1.74104
7.4;1.74104
7.5;1.74507
7.6;1.74185
7.7;1.74587
7.8;1.73943
