Lenlab red 7.5 Voltmeter-Daten
Zeit;Kanal_4
0;1.20527
0.1;1.21091
0.2;1.20769
0.3;1.20769
0.4;1.21172
0.5;1.21172
0.6;1.21091
0.7;1.2085
0.8;1.21252
0.9;1.20769
1;1.21091
1.1;1.21011
1.2;1.20527
1.3;1.21091
1.4;1.20608
1.5;1.20688
1.6;1.21091
1.7;1.20769
1.8;1.2093
1.9;1.20608
2;1.21172
2.1;1.20527
2.2;1.20688
2.3;1.21011
2.4;1.2085
2.5;1.2093
2.6;1.20769
2.7;1.20527
2.8;1.2085
2.9;1.21172
3;1.21172
3.1;1.2085
3.2;1.21011
3.3;1.21091
3.4;1.21172
3.5;1.21011
3.6;1.21172
3.7;1.2085
3.8;1.20769
3.9;1.20688
4;1.20688
4.1;1.20608
4.2;1.20688
4.3;1.21333
4.4;1.21011
4.5;1.21252
4.6;1.21172
4.7;1.21252
4.8;1.21414
4.9;1.2085
5;1.21091
5.1;1.20769
5.2;1.21494
5.3;1.21172
5.4;1.21494
5.5;1.2085
5.6;1.21091
5.7;1.21252
5.8;1.21172
5.9;1.21494
6;1.21252
6.1;1.21252
6.2;1.21575
6.3;1.21816
6.4;1.21333
6.5;1.21414
6.6;1.21494
6.7;1.21575
6.8;1.21091
6.9;1.21333
7;1.21736
7.1;1.21494
7.2;1.21333
7.3;1.21414
7.4;1.21816
7.5;1.21494
7.6;1.21897
7.7;1.21494
7.8;1.21333
