Lenlab red 7.5 Voltmeter-Daten
Zeit;Kanal_4
0;0.945044
0.1;0.946655
0.2;0.947461
0.3;0.947461
0.4;0.947461
0.5;0.94585
0.6;0.947461
0.7;0.949072
0.8;0.94585
0.9;0.947461
1;0.948267
1.1;0.94585
1.2;0.94585
1.3;0.949072
1.4;0.947461
1.5;0.946655
1.6;0.945044
1.7;0.947461
1.8;0.94585
1.9;0.946655
2;0.948267
2.1;0.947461
2.2;0.947461
2.3;0.945044
2.4;0.948267
2.5;0.947461
2.6;0.949072
2.7;0.948267
2.8;0.948267
2.9;0.949072
3;0.946655
3.1;0.946655
3.2;0.947461
3.3;0.946655
3.4;0.94585
3.5;0.945044
3.6;0.948267
3.7;0.947461
3.8;0.947461
3.9;0.947461
4;0.948267
4.1;0.946655
4.2;0.947461
4.3;0.94585
4.4;0.94585
4.5;0.948267
4.6;0.94585
4.7;0.945044
4.8;0.945044
4.9;0.949072
5;0.949878
5.1;0.945044
5.2;0.947461
5.3;0.947461
5.4;0.946655
5.5;0.949072
5.6;0.946655
5.7;0.948267
5.8;0.949072
5.9;0.948267
6;0.947461
6.1;0.94585
6.2;0.94585
6.3;0.949878
6.4;0.94585
6.5;0.946655
6.6;0.94585
6.7;0.94585
6.8;0.948267
6.9;0.94585
7;0.945044
7.1;0.947461
7.2;0.946655
7.3;0.946655
7.4;0.947461
7.5;0.944238
7.6;0.947461
7.7;0.945044
7.8;0.947461
7.9;0.946655
