Lenlab red 7.5 Voltmeter-Daten
Zeit;Kanal_4
0;0.891064
0.1;0.888647
0.2;0.890259
0.3;0.887842
0.4;0.889453
0.5;0.889453
0.6;0.887842
0.7;0.888647
0.8;0.887842
0.9;0.890259
1;0.889453
1.1;0.890259
1.2;0.891064
1.3;0.892676
1.4;0.889453
1.5;0.890259
1.6;0.89187
1.7;0.890259
1.8;0.891064
1.9;0.889453
2;0.888647
2.1;0.889453
2.2;0.89187
2.3;0.888647
2.4;0.887842
2.5;0.887842
2.6;0.890259
2.7;0.889453
2.8;0.890259
2.9;0.889453
3;0.891064
3.1;0.887036
3.2;0.890259
3.3;0.887842
3.4;0.891064
3.5;0.891064
3.6;0.887842
3.7;0.890259
3.8;0.88623
3.9;0.888647
4;0.887036
4.1;0.88623
4.2;0.890259
4.3;0.887036
4.4;0.887036
4.5;0.887842
4.6;0.887036
4.7;0.889453
4.8;0.885425
4.9;0.88623
5;0.885425
5.1;0.889453
5.2;0.887036
5.3;0.88623
5.4;0.885425
5.5;0.885425
5.6;0.887842
5.7;0.887036
5.8;0.889453
5.9;0.884619
6;0.88623
6.1;0.889453
6.2;0.88623
6.3;0.888647
6.4;0.889453
6.5;0.887036
6.6;0.885425
6.7;0.887036
6.8;0.884619
6.9;0.88623
7;0.887842
7.1;0.884619
7.2;0.887842
7.3;0.884619
7.4;0.887036
7.5;0.887036
7.6;0.88623
7.7;0.884619
7.8;0.885425
