Lenlab red 7.5 Voltmeter-Daten
Zeit;Kanal_4
0;0.098291
0.1;0.0999023
0.2;0.0999023
0.3;0.102319
0.4;0.0999023
0.5;0.0999023
0.6;0.0974854
0.7;0.0999023
0.8;0.0990967
0.9;0.0999023
1;0.103125
1.1;0.0999023
1.2;0.098291
1.3;0.0990967
1.4;0.098291
1.5;0.098291
1.6;0.098291
1.7;0.102319
1.8;0.100708
1.9;0.098291
2;0.0990967
2.1;0.0990967
2.2;0.0999023
2.3;0.098291
2.4;0.098291
2.5;0.0999023
2.6;0.100708
2.7;0.100708
2.8;0.0990967
2.9;0.098291
3;0.0974854
3.1;0.100708
3.2;0.102319
3.3;0.098291
3.4;0.098291
3.5;0.101514
3.6;0.102319
3.7;0.098291
3.8;0.101514
3.9;0.103125
4;0.101514
4.1;0.102319
4.2;0.0974854
4.3;0.098291
4.4;0.0990967
4.5;0.101514
4.6;0.101514
4.7;0.0999023
4.8;0.103125
4.9;0.101514
5;0.098291
5.1;0.0974854
5.2;0.102319
5.3;0.0999023
5.4;0.101514
5.5;0.102319
5.6;0.100708
5.7;0.102319
5.8;0.0990967
5.9;0.0999023
6;0.098291
6.1;0.101514
6.2;0.0999023
6.3;0.0990967
6.4;0.0974854
6.5;0.101514
6.6;0.0990967
6.7;0.100708
6.8;0.098291
6.9;0.100708
7;0.098291
7.1;0.0999023
7.2;0.102319
7.3;0.103125
7.4;0.102319
7.5;0.101514
7.6;0.100708
7.7;0.098291
7.8;0.102319
7.9;0.0999023
