Lenlab red 7.5 Voltmeter-Daten
Zeit;Kanal_4
0;0.0547852
0.1;0.0580078
0.2;0.0572021
0.3;0.0563965
0.4;0.0596191
0.5;0.0596191
0.6;0.0596191
0.7;0.0612305
0.8;0.0588135
0.9;0.0580078
1;0.0547852
1.1;0.0555908
1.2;0.0588135
1.3;0.0547852
1.4;0.0563965
1.5;0.0572021
1.6;0.0612305
1.7;0.0580078
1.8;0.0555908
1.9;0.0604248
2;0.0572021
2.1;0.0555908
2.2;0.0555908
2.3;0.0588135
2.4;0.0563965
2.5;0.0596191
2.6;0.0563965
2.7;0.0588135
2.8;0.0563965
2.9;0.0604248
3;0.0563965
3.1;0.0588135
3.2;0.0572021
3.3;0.0563965
3.4;0.0539795
3.5;0.0604248
3.6;0.0604248
3.7;0.0596191
3.8;0.0555908
3.9;0.0547852
4;0.0563965
4.1;0.0572021
4.2;0.0588135
4.3;0.0555908
4.4;0.0580078
4.5;0.0604248
4.6;0.0555908
4.7;0.0588135
4.8;0.0563965
4.9;0.0604248
5;0.0580078
5.1;0.0547852
5.2;0.0563965
5.3;0.0547852
5.4;0.0604248
5.5;0.0555908
5.6;0.0563965
5.7;0.0563965
5.8;0.0547852
5.9;0.0580078
6;0.0563965
6.1;0.0547852
6.2;0.0588135
6.3;0.0555908
6.4;0.0580078
6.5;0.0563965
6.6;0.0547852
6.7;0.0547852
6.8;0.0555908
6.9;0.0588135
7;0.0572021
7.1;0.0612305
7.2;0.0588135
7.3;0.0547852
7.4;0.0555908
7.5;0.0547852
7.6;0.0604248
7.7;0.0572021
7.8;0.0596191
7.9;0.0596191
