Lenlab red 7.5 Voltmeter-Daten
Zeit;Kanal_4
0;0.285205
0.1;0.285205
0.2;0.283594
0.3;0.286816
0.4;0.282788
0.5;0.283594
0.6;0.283594
0.7;0.283594
0.8;0.284399
0.9;0.283594
1;0.286011
1.1;0.283594
1.2;0.286011
1.3;0.287622
1.4;0.286816
1.5;0.286816
1.6;0.282788
1.7;0.281177
1.8;0.286011
1.9;0.286011
2;0.282788
2.1;0.287622
2.2;0.281982
2.3;0.286816
2.4;0.285205
2.5;0.287622
2.6;0.286011
2.7;0.284399
2.8;0.285205
2.9;0.284399
3;0.283594
3.1;0.284399
3.2;0.284399
3.3;0.283594
3.4;0.287622
3.5;0.285205
3.6;0.282788
3.7;0.285205
3.8;0.287622
3.9;0.283594
4;0.282788
4.1;0.282788
4.2;0.283594
4.3;0.283594
4.4;0.287622
4.5;0.286011
4.6;0.286011
4.7;0.286011
4.8;0.285205
4.9;0.286816
5;0.284399
5.1;0.281982
5.2;0.286011
5.3;0.281982
5.4;0.285205
5.5;0.284399
5.6;0.286011
5.7;0.287622
5.8;0.285205
5.9;0.283594
6;0.284399
6.1;0.283594
6.2;0.283594
6.3;0.286816
6.4;0.286011
6.5;0.286011
6.6;0.286011
6.7;0.284399
6.8;0.283594
6.9;0.285205
7;0.285205
7.1;0.283594
7.2;0.285205
7.3;0.286011
7.4;0.284399
7.5;0.286011
7.6;0.286011
7.7;0.286816
7.8;0.284399
7.9;0.284399
8;0.284399
