Lenlab red 7.5 Voltmeter-Daten
Zeit;Kanal_4
0;0.308569
0.1;0.308569
0.2;0.306958
0.3;0.307764
0.4;0.305347
0.5;0.307764
0.6;0.305347
0.7;0.306958
0.8;0.304541
0.9;0.306152
1;0.304541
1.1;0.307764
1.2;0.306958
1.3;0.307764
1.4;0.304541
1.5;0.306152
1.6;0.310181
1.7;0.306152
1.8;0.305347
1.9;0.306152
2;0.306958
2.1;0.307764
2.2;0.308569
2.3;0.306152
2.4;0.308569
2.5;0.306152
2.6;0.305347
2.7;0.309375
2.8;0.306958
2.9;0.305347
3;0.308569
3.1;0.307764
3.2;0.304541
3.3;0.308569
3.4;0.309375
3.5;0.308569
3.6;0.308569
3.7;0.304541
3.8;0.306958
3.9;0.304541
4;0.304541
4.1;0.308569
4.2;0.308569
4.3;0.307764
4.4;0.310181
4.5;0.305347
4.6;0.310986
4.7;0.311792
4.8;0.304541
4.9;0.306958
5;0.308569
5.1;0.310181
5.2;0.306152
5.3;0.308569
5.4;0.306958
5.5;0.306152
5.6;0.310181
5.7;0.308569
5.8;0.307764
5.9;0.308569
6;0.306152
6.1;0.306958
6.2;0.306152
6.3;0.309375
6.4;0.306152
6.5;0.307764
6.6;0.307764
6.7;0.306958
6.8;0.306152
6.9;0.308569
7;0.309375
7.1;0.306152
7.2;0.305347
7.3;0.307764
7.4;0.307764
7.5;0.306152
7.6;0.310181
7.7;0.309375
7.8;0.307764
7.9;0.310986
