Lenlab red 7.5 Voltmeter-Daten
Zeit;Kanal_4
0;0.932959
0.1;0.930542
0.2;0.929736
0.3;0.933765
0.4;0.930542
0.5;0.931348
0.6;0.932153
0.7;0.928931
0.8;0.929736
0.9;0.929736
1;0.932153
1.1;0.930542
1.2;0.928931
1.3;0.931348
1.4;0.932959
1.5;0.929736
1.6;0.928931
1.7;0.930542
1.8;0.928931
1.9;0.933765
2;0.932959
2.1;0.931348
2.2;0.932959
2.3;0.932153
2.4;0.931348
2.5;0.932153
2.6;0.930542
2.7;0.931348
2.8;0.932959
2.9;0.932153
3;0.930542
3.1;0.929736
3.2;0.932959
3.3;0.932153
3.4;0.931348
3.5;0.928931
3.6;0.932959
3.7;0.931348
3.8;0.928931
3.9;0.932153
4;0.929736
4.1;0.929736
4.2;0.928931
4.3;0.932153
4.4;0.932959
4.5;0.932153
4.6;0.932153
4.7;0.929736
4.8;0.929736
4.9;0.930542
5;0.931348
5.1;0.929736
5.2;0.930542
5.3;0.932153
5.4;0.932959
5.5;0.930542
5.6;0.928931
5.7;0.928931
5.8;0.932153
5.9;0.928125
6;0.933765
6.1;0.930542
6.2;0.928931
6.3;0.931348
6.4;0.931348
6.5;0.928125
6.6;0.930542
6.7;0.928125
6.8;0.929736
6.9;0.931348
7;0.930542
7.1;0.932153
7.2;0.931348
7.3;0.928931
7.4;0.928125
7.5;0.928125
7.6;0.928931
7.7;0.929736
7.8;0.927319
7.9;0.929736
