Lenlab red 7.5 Voltmeter-Daten
Zeit;Kanal_4
0;0.0902344
0.1;0.088623
0.2;0.0870117
0.3;0.0862061
0.4;0.0870117
0.5;0.09104
0.6;0.0862061
0.7;0.0918457
0.8;0.0870117
0.9;0.0862061
1;0.0870117
1.1;0.0902344
1.2;0.0845947
1.3;0.0854004
1.4;0.0829834
1.5;0.0837891
1.6;0.0902344
1.7;0.0845947
1.8;0.0854004
1.9;0.0862061
2;0.0837891
2.1;0.0878174
2.2;0.0854004
2.3;0.0854004
2.4;0.0837891
2.5;0.0854004
2.6;0.0829834
2.7;0.0854004
2.8;0.0837891
2.9;0.0829834
3;0.0854004
3.1;0.0878174
3.2;0.0845947
3.3;0.0854004
3.4;0.0854004
3.5;0.0837891
3.6;0.0829834
3.7;0.0805664
3.8;0.0862061
3.9;0.0870117
4;0.0829834
4.1;0.0829834
4.2;0.0862061
4.3;0.0862061
4.4;0.0854004
4.5;0.0854004
4.6;0.0894287
4.7;0.0902344
4.8;0.0845947
4.9;0.0862061
5;0.0878174
5.1;0.0837891
5.2;0.0894287
5.3;0.0829834
5.4;0.0837891
5.5;0.0845947
5.6;0.0902344
5.7;0.0854004
5.8;0.0902344
5.9;0.0902344
6;0.0878174
6.1;0.0878174
6.2;0.09104
6.3;0.0878174
6.4;0.088623
6.5;0.0894287
6.6;0.0862061
6.7;0.0870117
6.8;0.088623
6.9;0.0845947
7;0.0878174
7.1;0.09104
7.2;0.0870117
7.3;0.09104
7.4;0.0854004
7.5;0.0870117
7.6;0.088623
7.7;0.0862061
7.8;0.0870117
7.9;0.0926514
8;0.0894287
8.1;0.0894287
8.2;0.0894287
8.3;0.09104
8.4;0.0878174
8.5;0.0902344
8.6;0.0870117
8.7;0.0926514
8.8;0.0878174
8.9;0.093457
9;0.09104
9.1;0.088623
9.2;0.0870117
9.3;0.0902344
9.4;0.0894287
9.5;0.0870117
9.6;0.088623
9.7;0.0870117
